"id";"danceability";"energy";"loudness";"speechiness";"acousticness";"instrumentalness";"liveness";"valence";"tempo";"duration";"time_signature"
"4jvjzW7Hm0yK4LvvE0Paz9";"0.669";0.574;-6.442;0.029;0.018;0.003;0.146;0.273;120.013;196400;4.0
"4K1vOdIFqskQv3zoI0FdAk";"0.566";0.407;-10.293;0.091;0.766;0.0;0.111;0.156;119.781;247555;4.0
"4KaIJ1FWXUoAAnOts1YWjD";"0.821";0.637;-4.276;0.161;0.433;0.0;0.209;0.778;86.01;204280;4.0
"4keoy2fqgwGnbWlm3ZVZFa";"0.503";0.741;-5.128;0.047;0.579;0.0;0.071;0.458;88.335;207030;3.0
"4kfm1uI9QGaoN9qm6CkAMn";"0.623";0.93;-5.285;0.032;0.014;0.0;0.138;0.287;120.119;205613;4.0
"4kKdvXD0ez7jp1296JmAts";"0.653";0.259;-13.336;0.06;0.903;0.0;0.362;0.835;142.157;155453;4.0
"4KkUjFkcQvGvWekl8RATDn";"0.635";0.902;-3.559;0.109;0.172;0.0;0.125;0.286;102.063;217822;4.0
"4Km5HrUvYTaSUfiSGPJeQR";"0.927";0.665;-5.313;0.244;0.061;0.0;0.123;0.175;127.076;343150;4.0
"4knL4iPxPOZjQzTUlELGSY";"0.91";0.444;-8.126;0.344;0.022;0.0;0.137;0.53;149.953;276333;4.0
"4KpKyRFwN0gcwj58Uqjv7q";"0.557";0.338;-9.892;0.026;0.134;0.002;0.14;0.689;140.935;85124;4.0
"4KTU5aa5s547f1JF5DImhF";"0.624";0.452;-8.206;0.068;0.315;0.0;0.311;0.724;199.775;243987;4.0
"4kuexchmxuc5NXmokfo1WH";"0.771";0.661;-6.718;0.092;0.131;0.0;0.114;0.183;104.884;195469;4.0
"4kUZvXB3LC3an3HX6h0s17";"0.729";0.504;-6.784;0.032;0.401;0.0;0.121;0.305;110.011;197001;4.0
"4kV4N9D1iKVxx1KLvtTpjS";"0.726";0.554;-5.29;0.092;0.042;0.0;0.106;0.335;169.999;190440;4.0
"4kVo85bcmBkvMBcJl42XCA";"0.721";0.613;-7.051;0.033;0.007;0.0;0.125;0.665;124.012;223814;4.0
"4Kw3CztmD15X1QGDnnHmLD";"0.928";0.721;-5.774;0.15;0.071;0.0;0.225;0.254;129.997;287992;4.0
"4kWO6O1BUXcZmaxitpVUwp";"0.747";0.834;-2.867;0.045;0.374;0.0;0.059;0.687;128.005;215760;4.0
"4KX8vXbouybtUptEyYxtIk";"0.769";0.627;-4.064;0.262;0.394;0.0;0.106;0.49;157.938;164038;4.0
"4KXwFI9pgJLpUIAc9oSL8j";"0.507";0.606;-8.758;0.452;0.185;0.0;0.174;0.202;180.607;272307;4.0
"4KYS9GK68yeuUJ8vJfPxrq";"0.834";0.731;-5.603;0.057;0.046;0.0;0.073;0.681;140.001;176720;4.0
"4L7Y2OAPiY2I2GndZjAs5K";"0.456";0.672;-8.62;0.069;0.572;0.002;0.364;0.271;99.998;264066;4.0
"4lD7gHKF1e8Y9stQuVezZB";"0.396";0.358;-8.294;0.029;0.422;0.0;0.19;0.111;103.807;271467;4.0
"4lESS6vuruP6a79KWRaQou";"0.871";0.768;-5.401;0.122;0.283;0.0;0.162;0.765;98.989;184067;4.0
"4LIbjDbLweGCrHVw8QbMSb";"0.665";0.741;-3.694;0.079;0.154;0.0;0.345;0.57;144.968;156893;4.0
"4LmAnpjlhWTahvRkYR8xJa";"0.768";0.471;-8.406;0.259;0.02;0.0;0.268;0.405;131.023;267427;4.0
"4loAa1lBkE83qJXU1ddmCV";"0.683";0.329;-9.155;0.123;0.214;0.0;0.127;0.229;149.957;245664;4.0
"4lRwa7PKcGIuJMwtPIYKdy";"0.813";0.875;-2.92;0.092;0.024;0.0;0.288;0.756;99.004;232966;4.0
"4lTiuD1DwBKo4L7wqMkD7C";"0.733";0.678;-7.771;0.439;0.121;0.0;0.345;0.841;175.984;144149;4.0
"4lUnFLtn8w3W76FiYDRzmO";"0.648";0.603;-5.098;0.051;0.08;0.0;0.112;0.488;126.116;190643;4.0
"4lzxJ4jCuFDXXGkE1LmpKR";"0.857";0.647;-4.152;0.098;0.391;0.0;0.084;0.553;95.982;267500;4.0
"4M3FO0ji6Lc8vwD1sgf1nc";"0.681";0.709;-5.808;0.037;0.29;0.0;0.098;0.456;114.02;193320;4.0
"4m5Cd9kAbIxg6t9sMrQWtk";"0.82";0.691;-6.646;0.072;0.012;0.0;0.344;0.683;142.027;135739;4.0
"4MAsYGSgxsaj73dC2lvFC4";"0.792";0.657;-4.245;0.191;0.205;0.0;0.196;0.228;169.969;169657;4.0
"4mGdjNMo0RonTlOEb7cYg4";"0.464";0.852;-3.804;0.067;0.012;0.0;0.108;0.233;160.075;239507;4.0
"4mHgYpuGHu99Mw69E83CP2";"0.767";0.538;-6.044;0.052;0.68;0.0;0.192;0.343;81.031;121680;4.0
"4mLkiFppf8Xvem6BSY34qw";"0.795";0.759;-6.348;0.053;0.079;0.0;0.081;0.855;110.021;196360;4.0
"4mq14Qa6OehdiyZFtHcdCH";"0.415";0.402;-9.063;0.035;0.556;0.068;0.198;0.237;144.033;295569;4.0
"4MrfQL4TYQXJBlZYpAHTuE";"0.469";0.196;-16.093;0.057;0.882;0.0;0.051;0.537;130.036;143733;3.0
"4MsUsFfWseB9M2plGJyuIw";"0.614";0.839;-4.143;0.07;0.029;0.0;0.112;0.657;182.123;193040;4.0
"4mU5iXHeLgbR94siF7p1sY";"0.772";0.504;-8.219;0.076;0.129;0.0;0.125;0.244;140.035;237573;4.0
"4mUIe9gfsdtsVP2zFIl74x";"0.674";0.726;-3.813;0.141;0.126;0.0;0.115;0.443;160.067;144090;4.0
"4MXhiYIRDMGAuvZc5IFTwC";"0.7";0.46;-8.111;0.066;0.142;0.0;0.111;0.286;151.901;142969;4.0
"4mxWSdf71VFO52qFeY0fZt";"0.795";0.608;-5.222;0.069;0.077;0.0;0.085;0.386;110.001;199849;4.0
"4N1c5rmWOzRmB9SMacr5wB";"0.69";0.872;-2.984;0.059;0.226;0.0;0.086;0.731;94.0;252200;4.0
"4n4BflhWjCHIxrI4v7Xt9s";"0.789";0.404;-8.364;0.23;0.205;0.0;0.219;0.472;122.062;235566;4.0
"4n7jnSxVLd8QioibtTDBDq";"0.509";0.689;-4.929;0.102;0.021;0.0;0.301;0.297;170.087;193798;4.0
"4NBTZtAt1F13VvlSKe6KTl";"0.575";0.571;-7.906;0.044;0.056;0.0;0.091;0.449;105.049;197947;4.0
"4nDfc6F2uVcc6wdG7kBzWO";"0.468";0.515;-6.578;0.067;0.145;0.0;0.132;0.187;86.21;214760;4.0
"4NdXQlDTzxbOMkzJGWFtz3";"0.925";0.397;-11.265;0.169;0.089;0.0;0.144;0.429;130.008;132923;4.0
"4Nip6oiJU24LqcUEi7u19S";"0.826";0.76;-6.591;0.187;0.146;0.0;0.155;0.875;88.999;195291;4.0
"4NmE2ytXI8S2svTRSmEdpO";"0.846";0.631;-5.547;0.1;0.203;0.0;0.455;0.602;115.999;161963;4.0
"4nMlau89VAjmV7agkl7OY3";"0.822";0.544;-6.797;0.033;0.562;0.0;0.144;0.861;122.047;198001;4.0
"4NN6N5TxBO5k9uqu0W4gfQ";"0.906";0.545;-4.977;0.344;0.181;0.0;0.091;0.543;139.932;186827;4.0
"4no0eHn4fEB7tN1yZSXMma";"0.847";0.742;-5.515;0.247;0.397;0.0;0.135;0.56;133.989;148653;4.0
"4NSW0Km5ZG60L8FthUebPJ";"0.46";0.8;-3.584;0.05;0.289;0.0;0.121;0.553;102.46;220396;4.0
"4ntsD33Pgsgk8rUyZLLiUV";"0.812";0.628;-6.164;0.068;0.063;0.0;0.254;0.485;123.004;207059;4.0
"4NzMOnvSJVNKF7nw5NkXIP";"0.905";0.389;-14.505;0.332;0.74;0.162;0.106;0.196;120.046;193143;4.0
"4OafepJy2teCjYJbvFE60J";"0.568";0.656;-5.413;0.043;0.021;0.0;0.213;0.364;100.049;198160;4.0
"4OBZT9EnhYIV17t4pGw7ig";"0.473";0.371;-10.219;0.041;0.795;0.0;0.109;0.413;75.208;209400;4.0
"4OEOEsOhlzDqQuewiuPJAc";"0.597";0.41;-8.293;0.074;0.723;0.0;0.106;0.074;103.666;210422;4.0
"4Of7rzpRpV1mWRbhp5rAqG";"0.736";0.308;-7.83;0.068;0.946;0.0;0.186;0.361;111.202;220492;4.0
"4ofvoCdXq99vpMZO4Cfp8x";"0.728";0.668;-5.02;0.126;0.081;0.0;0.102;0.162;100.537;211440;4.0
"4ofwffwvvnbSkrMSCKQDaC";"0.672";0.735;-4.733;0.046;0.286;0.0;0.242;0.754;115.741;201287;4.0
"4okba5wu9mMLXx79DXLKi3";"0.685";0.859;-2.595;0.055;0.116;0.0;0.317;0.891;176.018;204520;4.0
"4oLuMvGQ4WJfU2s4OM6nfE";"0.825";0.7;-5.098;0.243;0.038;0.0;0.139;0.317;132.996;153558;4.0
"4OZEu0Vwq0RB2LAq14v99n";"0.611";0.7;-5.331;0.044;0.02;0.0;0.055;0.213;104.981;220573;4.0
"4P92FrvmYQSAfOpp4cpFEi";"0.375";0.889;-3.704;0.099;0.085;0.0;0.136;0.881;199.669;185200;4.0
"4paAidoE8VAemwU4jgCc6l";"0.713";0.62;-4.513;0.042;0.171;0.0;0.118;0.206;130.09;211785;4.0
"4PANCoXZX3RaT2D6mqSdEU";"0.694";0.319;-10.061;0.03;0.883;0.0;0.095;0.493;129.797;121969;4.0
"4Pbg79cTBu4vgSphoyNq3j";"0.697";0.683;-2.881;0.117;0.037;0.0;0.137;0.603;96.133;186987;4.0
"4pbJqGIASGPr0ZpGpnWkDn";"0.692";0.497;-7.316;0.119;0.676;0.0;0.259;0.475;81.308;122067;4.0
"4pCEIQ6wBVuaJdER5bALtO";"0.852";0.432;-8.04;0.501;0.06;0.0;0.146;0.258;140.042;236571;4.0
"4PdJSsESm34djLfBde9Pr2";"0.671";0.826;-5.766;0.309;0.007;0.0;0.631;0.774;123.986;197648;4.0
"4pdPtRcBmOSQDlJ3Fk945m";"0.476";0.718;-5.309;0.058;0.078;0.0;0.122;0.142;199.864;205947;4.0
"4PkIDTPGedm0enzdvilLNd";"0.669";0.801;-5.445;0.136;0.268;0.0;0.059;0.541;109.919;201072;4.0
"4pLwZjInHj3SimIyN9SnOz";"0.648";0.738;-5.883;0.247;0.041;0.0;0.292;0.603;159.145;226160;4.0
"4PS1e8f2LvuTFgUs1Cn3ON";"0.319";0.21;-15.231;0.034;0.92;0.0;0.138;0.209;78.696;192160;4.0
"4pUCKHjJ4Ijewc37rRrvHn";"0.738";0.861;-4.141;0.237;0.32;0.002;0.325;0.58;131.974;189052;4.0
"4pYZLpX23Vx8rwDpJCpPTA";"0.888";0.664;-10.13;0.341;0.042;0.0;0.073;0.53;140.012;193173;4.0
"4Q3N4Ct4zCuIHuZ65E3BD4";"0.497";0.489;-7.724;0.294;0.058;0.0;0.122;0.231;171.853;268187;4.0
"4Q4jmPHwu0wrJvqrld0FQ6";"0.486";0.713;-3.949;0.052;0.085;0.0;0.084;0.297;121.028;226720;4.0
"4Q5yMlwAfAoitqg4r9oZHN";"0.365";0.413;-7.369;0.051;0.103;0.0;0.103;0.125;84.746;258188;3.0
"4Q8aDd3H6LF8t4eY7So9O8";"0.81";0.625;-3.593;0.071;0.041;0.0;0.118;0.598;100.019;137448;4.0
"4q8PHoRsPUB52LFylX8Ulz";"0.645";0.741;-4.989;0.034;0.032;0.0;0.29;0.534;123.07;203000;4.0
"4qBejt9FeqLI9blHI1Nq1x";"0.702";0.588;-5.914;0.056;0.634;0.0;0.198;0.849;122.945;159973;3.0
"4QdovcM8j50QPlyR7tH4xe";"0.693";0.65;-8.376;0.192;0.04;0.0;0.186;0.663;85.026;218480;4.0
"4QfNOZN7vrQCQKK1ZJ3XPb";"0.544";0.379;-9.113;0.041;0.863;0.0;0.083;0.322;199.756;191813;3.0
"4QIo4oxwzzafcBWkKjDpXY";"0.521";0.125;-17.832;0.239;0.751;0.002;0.265;0.053;111.554;243725;4.0
"4QIyEq7TcTdAcxjI2AFlAK";"0.931";0.387;-9.127;0.412;0.088;0.0;0.136;0.376;125.978;179405;4.0
"4qKcDkK6siZ7Jp1Jb4m0aL";"0.922";0.581;-7.495;0.27;0.001;0.0;0.105;0.595;140.022;181263;4.0
"4qknM1pQz53QOyfDVTjcM9";"0.74";0.879;-2.251;0.105;0.193;0.0;0.093;0.948;103.71;226893;4.0
"4QPEwDdOMhY7rNS05mTyMR";"0.817";0.781;-4.178;0.112;0.008;0.0;0.123;0.359;104.0;216707;4.0
"4qqArAiTPueDxIp7cf87h7";"0.695";0.672;-6.109;0.035;0.014;0.0;0.076;0.245;104.988;235827;4.0
"4qSsjDGXplb6422X2INvFW";"0.491";0.867;-2.313;0.103;0.167;0.0;0.458;0.602;167.965;189187;4.0
"4QtiVmuA88tPQiCOHZuQ5b";"0.792";0.895;-3.112;0.059;0.165;0.0;0.05;0.794;94.968;201526;4.0
"4QVS8YCpK71R4FsxSMCjhP";"0.548";0.839;-2.371;0.064;0.135;0.0;0.102;0.314;98.932;218296;4.0
"4qWCFTuNnmGNdY4egtb4ZY";"0.652";0.643;-5.667;0.035;0.318;0.0;0.208;0.109;104.932;228227;4.0
"4R55IUi2x7S5ek2SpebOiE";"0.909";0.493;-6.688;0.074;0.128;0.0;0.127;0.844;94.016;197120;4.0
"4R5xvs5X0phd0EYWyGigju";"0.798";0.784;-3.545;0.067;0.044;0.013;0.149;0.653;93.96;141508;4.0
"4R8BJggjosTswLxtkw8V7P";"0.806";0.786;-3.831;0.074;0.145;0.0;0.094;0.58;91.973;309120;4.0
"4R9ATNRRl1uth17i5qDCc0";"0.812";0.519;-4.823;0.039;0.379;0.0;0.13;0.554;104.954;165714;4.0
"4RbbzNY4MEcgzewYWkIsGu";"0.768";0.574;-6.104;0.136;0.384;0.0;0.336;0.278;74.949;217776;4.0
"4rDbp1vnvEhieiccprPMdI";"0.406";0.698;-7.024;0.062;0.186;0.0;0.233;0.333;109.266;296480;3.0
"4rERoP56GEEjKmshbphPBK";"0.528";0.772;-7.013;0.029;0.403;0.0;0.316;0.852;91.735;181267;4.0
"4ricyQVd20UQde1jpXCSuJ";"0.452";0.366;-14.15;0.042;0.833;0.0;0.079;0.629;115.006;133867;4.0
"4Rif4wqdvzy84dhP1apC4Y";"0.591";0.888;-3.161;0.274;0.105;0.0;0.093;0.574;126.881;245000;5.0
"4rMWDm28mERZcRPc1f3yir";"0.696";0.564;-10.803;0.037;0.277;0.0;0.133;0.932;146.709;148160;4.0
"4rRIovg4TvxLUiUrpGI6lE";"0.534";0.905;-3.315;0.037;0.129;0.0;0.128;0.961;202.899;220160;4.0
"4RVbK6cV0VqWdpCDcx3hiT";"0.585";0.597;-7.499;0.037;0.339;0.04;0.195;0.227;100.051;324674;4.0
"4RzpCjByV1NWUGKVQGuej6";"0.469";0.489;-6.071;0.031;0.841;0.0;0.103;0.201;74.013;123387;4.0
"4S2WtfT03YDIlXEwSX4Tjd";"0.499";0.3;-8.631;0.043;0.616;0.0;0.128;0.212;126.724;226731;3.0
"4S4Mfvv03M1cHgIOJcbUCL";"0.861";0.647;-7.425;0.068;0.594;0.661;0.114;0.67;158.037;133680;4.0
"4S8d14HvHb70ImctNgVzQQ";"0.901";0.522;-8.304;0.33;0.011;0.0;0.259;0.329;104.053;127947;4.0
"4SDgTLDYrJ2UrHbkRkg7MD";"0.717";0.598;-5.613;0.081;0.22;0.0;0.122;0.496;153.905;151040;4.0
"4SHhui9S7lFYGHXikfneGo";"0.454";0.583;-6.596;0.133;0.321;0.0;0.332;0.216;89.134;178550;4.0
"4Sib57MmYGJzSvkW84jTwh";"0.614";0.839;-4.143;0.07;0.029;0.0;0.112;0.657;182.123;193040;4.0
"4sjiIpEv617LDXaidKioOI";"0.932";0.547;-7.787;0.333;0.039;0.0;0.092;0.695;94.998;176640;4.0
"4so0Wek9Ig1p6CRCHuINwW";"0.317";0.158;-16.485;0.038;0.673;0.353;0.338;0.247;130.503;177480;3.0
"4Sokm1cWK36H2WctWWRGf1";"0.578";0.593;-9.504;0.07;0.166;0.021;0.17;0.201;74.869;147452;4.0
"4sPmO7WMQUAf45kwMOtONw";"0.481";0.451;-6.095;0.035;0.336;0.0;0.087;0.289;157.966;295493;4.0
"4SPu0Ql902hTVXkBoNIYtq";"0.737";0.461;-6.887;0.293;0.447;0.0;0.268;0.481;75.005;182000;4.0
"4sQMalN597HdggTu196aL0";"0.598";0.532;-6.833;0.03;0.067;0.0;0.062;0.261;74.963;262521;4.0
"4SSnFejRGlZikf02HLewEF";"0.905";0.389;-14.505;0.332;0.74;0.162;0.106;0.196;120.046;193143;4.0
"4svZDCRz4cJoneBpjpx8DJ";"0.696";0.602;-6.156;0.159;0.068;0.0;0.07;0.305;82.989;238253;4.0
"4sWuPniHClkInYAnzXAYUF";"0.787";0.713;-5.252;0.401;0.085;0.0;0.717;0.762;175.041;148759;4.0
"4SZepBIPDRwPaHIjAKwRDb";"0.607";0.609;-5.978;0.291;0.389;0.0;0.111;0.556;74.946;185610;4.0
"4szQkW1CDHqbRZGltXJdd3";"0.729";0.589;-9.871;0.048;0.036;0.0;0.305;0.349;95.065;195133;4.0
"4T3fNx3CgwDRRYgmFCbD4J";"0.442";0.585;-10.332;0.096;0.098;0.391;0.14;0.116;97.565;229413;4.0
"4T4CZ3Q4z3GG7lU720YYhM";"0.778";0.731;-4.325;0.04;0.446;0.0;0.251;0.854;91.991;213913;4.0
"4T652DlATVHe0jdLKaN3Bw";"0.662";0.6;-6.402;0.07;0.173;0.0;0.109;0.331;134.979;222947;4.0
"4t9a07PAghtQMRAIP9FQ7Z";"0.795";0.783;-4.271;0.043;0.361;0.0;0.437;0.8;92.016;266087;4.0
"4Ta3PhWmY50ZLU1uhKFKPE";"0.614";0.684;-5.79;0.157;0.247;0.0;0.098;0.258;156.85;245700;4.0
"4tCtwWceOPWzenK2HAIJSb";"0.803";0.585;-5.861;0.043;0.103;0.0;0.064;0.593;105.017;214480;4.0
"4tERsdVCLtLtrGdFBf9DGC";"0.715";0.742;-4.331;0.035;0.052;0.0;0.364;0.322;106.971;230880;4.0
"4tHqQMWSqmL6YjXwsqthDI";"0.418";0.106;-22.507;0.045;0.994;0.029;0.179;0.8;46.718;85267;4.0
"4TnFANpjVwVKWzkxNzIyFH";"0.932";0.778;-3.384;0.064;0.212;0.0;0.168;0.933;124.996;188613;4.0
"4TnjEaWOeW0eKTKIEvJyCa";"0.784";0.43;-8.756;0.036;0.123;0.0;0.089;0.236;127.087;159382;4.0
"4tNXntkAzQ5A2dfYRYGIIQ";"0.505";0.428;-5.604;0.221;0.489;0.0;0.098;0.618;175.813;157493;4.0
"4Tvw0lweq9l2JPQKFbpbBQ";"0.647";0.795;-3.548;0.037;0.064;0.0;0.188;0.409;127.992;192402;4.0
"4TWflhgevIGo448fWc6mQq";"0.936";0.559;-8.587;0.157;0.479;0.0;0.128;0.527;112.347;241440;4.0
"4txc3txsIt81diMzGhrVPS";"0.853";0.351;-10.198;0.241;0.39;0.0;0.752;0.282;118.028;221543;4.0
"4TZy1wLyHec06pwgFYDh1a";"0.469";0.68;-4.921;0.117;0.137;0.0;0.11;0.374;147.734;208733;4.0
"4u7EnebtmKWzUH433cf5Qv";"0.414";0.404;-9.928;0.05;0.271;0.0;0.3;0.224;71.105;354320;4.0
"4U9arGcc4ATa7shChhLQP0";"0.494";0.778;-7.041;0.036;0.0;0.0;0.09;0.406;139.963;188228;4.0
"4u9Y4Z9i9VaAbBK7rW1Rha";"0.537";0.383;-6.528;0.025;0.747;0.0;0.356;0.339;104.252;227200;4.0
"4UAW2gObi5o6sJla0qZpPn";"0.528";0.284;-11.487;0.029;0.795;0.0;0.109;0.172;76.012;246421;4.0
"4UgoXTsKI19EdofRMiqhp0";"0.571";0.886;-3.377;0.463;0.08;0.0;0.122;0.656;88.808;370133;4.0
"4uGY9CqDtGtaTTLg1cgsWD";"0.638";0.679;-5.278;0.043;0.002;0.007;0.121;0.596;81.045;181880;4.0
"4uHscE8VF6F6mKU3ECjIKr";"0.637";0.856;-5.649;0.034;0.037;0.031;0.081;0.285;160.068;167107;4.0
"4UKCKdYiLN6IMA5ZESUTL7";"0.699";0.304;-11.192;0.099;0.779;0.001;0.137;0.271;119.705;160184;4.0
"4ukUoXLuFzMixyZyabSGc4";"0.508";0.287;-12.472;0.052;0.764;0.0;0.153;0.644;154.759;175987;4.0
"4uloft7ZE54WflsuqFmjC7";"0.755";0.47;-8.72;0.139;0.015;0.0;0.118;0.06;76.056;184960;4.0
"4uoumbAMEMaKdtiv763jKz";"0.667";0.648;-6.398;0.063;0.024;0.0;0.043;0.589;95.031;172893;4.0
"4UOXo3xWnxYdTf3sFyRaUG";"0.805";0.924;-5.883;0.044;0.391;0.004;0.09;0.836;139.976;181971;4.0
"4uP3pUP18ennmz0tb3GphR";"0.743";0.73;-4.314;0.125;0.287;0.0;0.078;0.15;179.972;197968;4.0
"4ut5G4rgB1ClpMTMfjoIuy";"0.414";0.486;-6.431;0.031;0.013;0.0;0.111;0.368;128.038;230762;4.0
"4Uy3kNxW2kB8AEoXljEcth";"0.766";0.881;-5.158;0.137;0.017;0.0;0.347;0.674;112.027;174893;5.0
"4v094LQ9eF10k2O2Te2ngK";"0.519";0.554;-6.412;0.039;0.381;0.0;0.115;0.194;153.676;223044;4.0
"4V6MRo0CEAC9MwAm7dkPuL";"0.74";0.303;-8.612;0.117;0.835;0.0;0.078;0.819;91.958;213933;4.0
"4vaxvNDaLSoD36iZX515ug";"0.821";0.434;-9.194;0.118;0.434;0.0;0.128;0.241;120.012;187173;4.0
"4vb4mFvYsr2h6enhjJsq9Y";"0.596";0.838;-6.52;0.07;0.019;0.0;0.108;0.472;94.982;240427;4.0
"4VginDwYTP2eaHJzO0QMjG";"0.704";0.758;-3.537;0.04;0.233;0.001;0.092;0.534;120.003;214907;4.0
"4vIKzWqtn44umal5jXq4wE";"0.778";0.59;-5.548;0.27;0.467;0.0;0.09;0.515;97.995;212307;4.0
"4vkVvmjIiQibQ6zJnC1Q9z";"0.874";0.649;-4.385;0.083;0.218;0.0;0.337;0.712;95.004;203813;4.0
"4VqTRBvYg0z8C4nsl4Hupy";"0.755";0.522;-4.368;0.058;0.533;0.0;0.069;0.925;89.96;157560;4.0
"4vUmTMuQqjdnvlZmAH61Qk";"0.857";0.621;-6.376;0.082;0.148;0.0;0.087;0.668;97.986;204467;4.0
"4VuS959DSpr82t3qBqCrWG";"0.589";0.242;-10.517;0.044;0.914;0.0;0.089;0.257;89.749;221107;4.0
"4VUwkH455At9kENOfzTqmF";"0.638";0.717;-4.722;0.034;0.346;0.0;0.105;0.249;100.027;180000;4.0
"4vv1KjUzPwrtDbozizSfQc";"0.652";0.827;-3.98;0.045;0.015;0.0;0.432;0.659;100.011;229147;4.0
"4VVG3HBGaqSNZqIpmewIA6";"0.777";0.721;-6.097;0.072;0.077;0.0;0.08;0.665;161.976;205013;4.0
"4vwfOiyWxXeEdx4ejAJgdx";"0.818";0.651;-4.328;0.148;0.001;0.0;0.104;0.156;146.015;190679;4.0
"4VXIryQMWpIdGgYR4TrjT1";"0.671";0.529;-7.226;0.307;0.077;0.0;0.086;0.203;161.989;165820;4.0
"4w8niZpiMy6qz1mntFA5uM";"0.842";0.801;-4.167;0.228;0.157;0.0;0.064;0.617;95.881;212500;4.0
"4wdZdkEugVVorAfzqRqC6N";"0.672";0.684;-5.468;0.158;0.604;0.0;0.081;0.428;180.008;229053;4.0
"4wFjTWCunQFKtukqrNijEt";"0.904";0.518;-5.32;0.183;0.031;0.0;0.325;0.188;137.996;303077;4.0
"4WjH9Bzt3kx7z8kl0awxh4";"0.723";0.809;-3.081;0.063;0.003;0.001;0.565;0.274;98.007;176561;4.0
"4Wjhj0WjkyECccfHVIgaTq";"0.421";0.539;-5.456;0.274;0.779;0.0;0.111;0.523;89.177;281519;3.0
"4wopYJ5wpYOM6ogm2Jugnw";"0.806";0.558;-6.46;0.068;0.482;0.0;0.062;0.678;95.016;198973;4.0
"4wuCQX7JvAZLlrcmH4AeZF";"0.746";0.787;-6.373;0.12;0.214;0.0;0.067;0.607;95.005;206187;4.0
"4wyNKAZe82BNlp2lHiR1FX";"0.602";0.751;-4.358;0.327;0.173;0.0;0.667;0.934;163.874;196745;4.0
"4WzhjxvLP95y7AMDy0Atwb";"0.492";0.267;-9.25;0.034;0.8;0.0;0.249;0.137;117.679;227693;3.0
"4xBjsLUSjcx2h7PcRikpQp";"0.655";0.576;-6.735;0.054;0.03;0.115;0.132;0.167;139.953;228893;4.0
"4XCQtUoRSh22Ep18ULmDnT";"0.701";0.845;-2.738;0.067;0.118;0.0;0.311;0.756;172.028;232240;4.0
"4xkOaSrkexMciUUogZKVTS";"0.548";0.847;-3.237;0.186;0.062;0.0;0.082;0.1;171.447;297787;4.0
"4xlrALxuaCf9yZBHJeTSG6";"0.741";0.79;-4.086;0.047;0.113;0.0;0.054;0.528;104.043;184134;4.0
"4XLu3tTSZiPFVC9mmuR6Zp";"0.732";0.436;-7.409;0.117;0.609;0.0;0.108;0.475;94.852;164373;4.0
"4xyNG8vZR3g8FnphVkbjRo";"0.325";0.377;-10.911;0.035;0.492;0.003;0.111;0.278;98.87;272743;4.0
"4XZxalvnG4Yo8YZLuiT1kV";"0.402";0.754;-4.837;0.043;0.143;0.0;0.358;0.621;108.17;191248;4.0
"4y3OI86AEP6PQoDE6olYhO";"0.842";0.734;-5.065;0.059;0.043;0.0;0.106;0.952;137.958;181040;4.0
"4y5bvROuBDPr5fuwXbIBZR";"0.811";0.719;-6.553;0.05;0.013;0.0;0.074;0.865;103.979;222400;4.0
"4Yf5bqU3NK4kNOypcrLYwU";"0.554";0.978;-3.554;0.131;0.111;0.0;0.073;0.594;135.095;162600;4.0
"4YgtN1HasxdDlrrZIggYxn";"0.476";0.701;-4.234;0.035;0.102;0.0;0.242;0.405;163.882;158120;4.0
"4YhN72dRYL2Z3MsaKyT7rS";"0.669";0.797;-5.68;0.062;0.259;0.0;0.199;0.552;119.865;185943;4.0
"4yI3HpbSFSgFZtJP2kDe5m";"0.563";0.564;-7.906;0.271;0.114;0.025;0.304;0.55;154.355;162596;5.0
"4YJUTdZ0Pgl0ZeNyHYXeLd";"0.329";0.179;-11.589;0.03;0.933;0.0;0.115;0.255;154.175;217387;4.0
"4YLtrBhzjsI2LT6ybXQHeD";"0.765";0.784;-5.215;0.049;0.022;0.001;0.187;0.449;109.956;196232;4.0
"4yN6xPLopmTLvc27pO9LIE";"0.685";0.731;-5.119;0.093;0.204;0.0;0.072;0.786;177.912;221027;4.0
"4Yq3XUNfWrAPWuB94qkC09";"0.499";0.8;-2.665;0.05;0.091;0.0;0.147;0.272;139.919;229573;4.0
"4z3GJkrtH97Bj6fRta983T";"0.748";0.884;-3.556;0.05;0.09;0.0;0.361;0.678;95.046;193159;4.0
"4Z6YruMINNspGet1gQyYlK";"0.793";0.554;-6.624;0.045;0.007;0.0;0.127;0.225;119.993;225600;4.0
"4zI04ezdmrN0lT2pHykYrd";"0.671";0.628;-5.117;0.027;0.536;0.151;0.12;0.595;135.005;101517;4.0
"4zIO3ilp5HvTeK3HJHxhMP";"0.448";0.612;-6.106;0.071;0.216;0.0;0.08;0.213;97.773;189467;4.0
"4zj2FEHN6Hw6a5vqN70PvL";"0.858";0.49;-7.011;0.057;0.269;0.326;0.122;0.451;133.975;177467;4.0
"4ZJPwET9Jrgpkqi4Vo3Yg8";"0.656";0.615;-6.252;0.054;0.028;0.0;0.234;0.366;139.91;197253;4.0
"4ZLzoOkj0MPWrTLvooIuaa";"0.498";0.235;-16.541;0.188;0.72;0.0;0.144;0.09;118.917;179080;4.0
